# textflood 3840x2400 step=25 epoch_ms=1785580824692.086 mono_ms=1615431319.360
frame	loop_start_ms	render_ms	blit_ms	sync_ms
4582	1615504167.832	14.056	0.002	2.333
4583	1615504184.232	13.846	0.002	2.105
4584	1615504200.200	12.083	0.001	3.011
4585	1615504215.305	12.986	0.001	2.415
4586	1615504230.713	12.703	0.001	2.234
4587	1615504245.670	12.269	0.001	2.248
4588	1615504260.198	13.113	0.001	2.311
4589	1615504275.629	13.330	0.001	2.196
4590	1615504291.164	13.716	0.001	2.325
4591	1615504307.225	13.672	0.001	2.237
4592	1615504323.146	13.435	0.001	2.391
4593	1615504339.157	13.877	0.001	2.372
4594	1615504355.421	13.682	0.001	2.266
4595	1615504371.379	13.950	0.004	2.460
4596	1615504387.812	14.964	0.001	2.397
4597	1615504405.184	13.384	0.001	2.312
4598	1615504420.890	12.775	0.001	2.268
4599	1615504435.941	12.760	0.001	2.296
4600	1615504451.010	13.426	0.000	2.292
4601	1615504466.737	13.611	0.001	2.368
4602	1615504482.725	13.997	0.000	2.240
4603	1615504498.970	13.503	0.000	2.359
4604	1615504514.841	13.729	0.002	2.327
4605	1615504530.919	13.775	0.002	2.287
4606	1615504546.996	13.599	0.002	2.245
4607	1615504562.849	13.186	0.000	2.177
4608	1615504578.219	13.032	0.000	2.302
4609	1615504594.230	13.095	0.000	2.343
4610	1615504609.674	12.660	0.001	2.291
4611	1615504624.631	12.464	0.000	2.178
4612	1615504639.282	12.488	0.001	2.216
4613	1615504653.994	13.033	0.002	2.270
4614	1615504669.317	12.134	0.001	2.316
4615	1615504683.779	11.811	0.001	2.499
4616	1615504698.099	11.830	0.001	2.315
4617	1615504712.253	12.205	0.001	2.425
4618	1615504726.893	12.178	0.001	2.157
4619	1615504741.237	12.911	0.000	2.345
4620	1615504756.499	13.192	0.001	2.255
4621	1615504771.965	13.266	0.002	2.309
4622	1615504787.548	13.196	0.001	2.201
4623	1615504802.951	16.477	0.001	3.321
4624	1615504822.761	14.567	0.001	2.136
4625	1615504839.624	15.335	0.003	2.211
4626	1615504857.194	14.551	0.001	2.330
4627	1615504874.083	14.358	0.001	2.326
4628	1615504890.787	13.453	0.001	2.341
4629	1615504906.587	13.172	0.001	2.272
4630	1615504922.040	13.169	0.000	2.325
4631	1615504937.539	13.389	0.000	2.285
4632	1615504953.222	14.118	0.001	2.388
4633	1615504969.748	12.746	0.001	2.588
4634	1615504985.101	12.408	0.002	2.325
4635	1615504999.847	13.304	0.001	2.345
4636	1615505015.511	12.077	0.001	2.226
4637	1615505029.824	11.148	0.001	2.122
4638	1615505043.103	10.478	0.001	2.256
4639	1615505055.846	10.967	0.001	2.259
4640	1615505069.080	11.277	0.001	2.290
4641	1615505083.377	11.877	0.002	2.351
4642	1615505097.626	12.477	0.003	2.210
4643	1615505112.335	12.680	0.000	2.214
4644	1615505127.239	12.868	0.001	2.171
4645	1615505142.287	12.790	0.001	2.379
4646	1615505157.478	12.747	0.003	2.404
4647	1615505172.642	13.337	0.000	2.221
4648	1615505188.210	14.315	0.004	2.258
4649	1615505204.805	14.216	0.003	2.256
4650	1615505221.296	14.701	0.003	2.192
4651	1615505238.211	14.009	0.001	2.310
4652	1615505254.537	14.522	0.000	2.335
4653	1615505271.411	15.929	0.002	2.391
4654	1615505289.750	14.039	0.001	2.251
4655	1615505306.052	14.365	0.001	2.279
4656	1615505322.703	14.907	0.001	2.344
4657	1615505340.456	14.406	0.001	2.331
4658	1615505357.207	15.592	0.002	2.479
4659	1615505375.292	14.554	0.001	2.321
4660	1615505392.180	13.996	0.001	2.373
4661	1615505408.555	15.135	0.001	2.234
4662	1615505425.935	13.366	0.000	2.286
4663	1615505441.593	14.765	0.001	2.426
4664	1615505458.802	13.032	0.001	2.255
4665	1615505474.099	13.112	0.003	2.466
4666	1615505489.695	12.657	0.001	2.308
4667	1615505504.669	12.948	0.000	2.325
4668	1615505519.954	13.500	0.001	2.368
4669	1615505535.831	13.704	0.001	2.299
4670	1615505551.844	13.239	0.001	2.283
4671	1615505567.375	12.426	0.001	2.284
4672	1615505582.094	12.719	0.000	2.238
4673	1615505597.524	12.366	0.000	2.203
4674	1615505612.103	12.171	0.000	2.366
4675	1615505626.648	11.965	0.000	2.272
4676	1615505640.893	11.503	0.000	2.302
4677	1615505654.707	12.187	0.001	2.222
4678	1615505669.126	12.464	0.000	2.338
4679	1615505683.937	12.606	0.000	2.343
4680	1615505698.896	12.640	0.001	2.373
4681	1615505713.918	13.130	0.000	2.325
4682	1615505729.383	13.475	0.001	2.284
4683	1615505745.152	13.299	0.001	2.307
4684	1615505760.767	13.399	0.001	2.358
4685	1615505776.530	13.338	0.000	2.138
4686	1615505792.027	13.750	0.003	2.301
4687	1615505808.100	12.952	0.001	2.182
4688	1615505823.245	13.187	0.000	2.377
4689	1615505838.989	12.920	0.003	2.186
4690	1615505854.119	12.307	0.000	2.066
4691	1615505868.499	12.164	0.001	2.518
4692	1615505883.190	11.885	0.001	2.172
4693	1615505897.257	12.321	0.001	2.241
4694	1615505911.828	11.905	0.001	2.264
4695	1615505926.011	12.102	0.001	2.250
4696	1615505940.372	12.415	0.000	2.266
4697	1615505955.064	12.641	0.000	2.077
4698	1615505969.789	12.934	0.001	2.586
4699	1615505985.316	12.896	0.001	2.752
4700	1615506000.972	12.983	0.000	2.159
4701	1615506016.122	13.087	0.001	2.119
4702	1615506031.336	14.245	0.002	2.352
4703	1615506047.956	12.375	0.001	2.377
4704	1615506062.719	12.280	0.002	2.225
4705	1615506077.705	12.368	0.001	2.314
4706	1615506092.395	12.932	0.000	2.485
4707	1615506107.819	12.777	0.001	2.293
4708	1615506122.906	13.765	0.001	2.244
4709	1615506138.939	13.227	0.000	2.195
4710	1615506154.370	15.235	0.002	2.271
4711	1615506171.892	15.598	0.002	2.372
4712	1615506189.885	14.106	0.001	2.240
4713	1615506206.242	13.472	0.001	2.560
4714	1615506222.284	14.784	0.003	2.322
4715	1615506239.413	13.286	0.001	2.295
4716	1615506255.010	13.346	0.000	2.345
4717	1615506270.709	13.519	0.000	2.317
4718	1615506286.551	13.437	0.000	2.184
4719	1615506302.180	13.202	0.000	2.313
4720	1615506317.704	13.865	0.000	2.277
4721	1615506334.212	14.716	0.001	2.413
4722	1615506351.361	15.055	0.003	2.476
4723	1615506368.906	14.603	0.002	2.343
4724	1615506385.866	13.484	0.001	2.405
4725	1615506401.765	14.175	0.001	2.239
4726	1615506418.190	13.665	0.002	2.370
4727	1615506434.246	13.418	0.001	2.259
4728	1615506449.935	13.889	0.003	2.263
4729	1615506466.108	12.911	0.000	2.177
4730	1615506481.205	14.161	0.002	2.361
4731	1615506497.748	12.721	0.000	2.239
4732	1615506512.715	12.273	0.000	2.239
4733	1615506527.234	12.512	0.000	2.301
4734	1615506542.057	11.947	0.001	2.220
4735	1615506556.233	12.683	0.002	2.343
4736	1615506571.275	12.121	0.001	2.399
4737	1615506586.028	11.967	0.001	2.194
4738	1615506600.200	12.202	0.000	2.256
4739	1615506614.664	12.586	0.000	2.398
4740	1615506629.653	13.126	0.001	2.269
4741	1615506645.055	13.009	0.001	2.188
4742	1615506660.260	13.700	0.001	2.130
4743	1615506676.100	14.259	0.001	2.333
4744	1615506692.707	13.606	0.001	2.322
4745	1615506708.646	13.512	0.001	2.399
4746	1615506724.566	13.367	0.001	2.291
4747	1615506740.233	13.448	0.001	2.309
4748	1615506756.005	13.523	0.001	2.366
4749	1615506771.904	12.699	0.000	2.277
4750	1615506786.887	13.969	0.001	2.295
4751	1615506803.169	15.323	0.002	2.410
4752	1615506820.926	14.442	0.004	2.397
4753	1615506838.259	13.283	0.001	2.283
4754	1615506853.840	12.708	0.001	2.219
4755	1615506868.777	11.984	0.002	2.235
4756	1615506883.042	11.603	0.001	2.199
4757	1615506896.856	12.214	0.003	2.177
4758	1615506911.270	11.147	0.001	2.367
4759	1615506924.794	11.381	0.001	2.365
4760	1615506938.546	11.801	0.001	2.299
4761	1615506952.652	11.891	0.001	2.248
4762	1615506966.798	11.732	0.001	2.263
4763	1615506980.801	13.444	0.002	2.384
4764	1615506996.642	13.578	0.001	2.280
4765	1615507012.510	12.729	0.000	2.306
4766	1615507027.552	12.491	0.001	2.085
4767	1615507042.136	12.660	0.000	2.167
4768	1615507056.972	13.216	0.003	2.470
4769	1615507073.235	13.682	0.001	2.357
4770	1615507089.289	14.331	0.002	2.319
4771	1615507105.960	14.063	0.000	2.230
4772	1615507122.260	15.618	0.001	2.362
4773	1615507140.255	15.949	0.002	2.401
4774	1615507158.618	16.316	0.001	2.407
4775	1615507177.352	14.715	0.001	2.255
4776	1615507194.332	14.501	0.001	2.292
4777	1615507211.135	14.140	0.000	2.450
4778	1615507227.734	17.282	0.004	2.368
4779	1615507247.409	18.105	0.003	2.342
4780	1615507267.868	14.808	0.003	2.479
4781	1615507285.172	13.595	0.003	2.319
4782	1615507301.109	13.139	0.001	2.171
4783	1615507316.429	13.131	0.000	2.250
4784	1615507331.818	13.272	0.001	2.168
4785	1615507347.607	15.462	0.001	2.361
4786	1615507365.445	13.320	0.001	2.300
4787	1615507381.076	13.123	0.001	2.306
4788	1615507396.512	13.705	0.001	2.312
4789	1615507412.536	13.801	0.001	2.282
4790	1615507428.640	13.057	0.001	2.273
4791	1615507443.981	12.741	0.002	2.342
4792	1615507459.081	12.659	0.002	2.205
4793	1615507473.953	12.188	0.001	2.146
4794	1615507488.295	11.964	0.000	2.300
4795	1615507502.565	11.779	0.001	2.416
4796	1615507516.767	11.826	0.000	2.278
4797	1615507530.878	12.289	0.001	2.221
4798	1615507545.396	12.530	0.000	2.268
4799	1615507560.203	13.331	0.002	2.358
4800	1615507575.912	12.607	0.001	2.311
4801	1615507591.082	12.989	0.001	2.347
4802	1615507606.439	14.078	0.001	2.342
4803	1615507622.869	13.057	0.001	2.553
4804	1615507638.493	13.663	0.001	2.369
4805	1615507654.532	13.369	0.000	2.263
4806	1615507670.171	14.252	0.002	2.477
4807	1615507686.922	13.474	0.002	2.368
4808	1615507702.781	13.146	0.001	2.239
4809	1615507718.176	12.165	0.001	2.328
4810	1615507732.678	11.989	0.001	2.285
4811	1615507746.961	11.791	0.001	2.237
4812	1615507760.999	11.980	0.004	2.476
4813	1615507775.478	12.333	0.001	2.265
4814	1615507790.088	13.560	0.002	2.442
4815	1615507806.106	13.209	0.002	2.380
4816	1615507821.710	13.690	0.002	2.181
4817	1615507838.235	13.310	0.001	2.201
4818	1615507853.753	15.580	0.003	2.401
4819	1615507871.759	13.432	0.001	2.377
4820	1615507887.575	13.215	0.001	2.266
4821	1615507903.065	13.914	0.002	2.321
4822	1615507919.322	12.775	0.001	2.234
4823	1615507934.340	12.420	0.001	2.271
4824	1615507949.041	12.192	0.001	2.128
4825	1615507963.368	13.002	0.001	2.298
4826	1615507978.674	13.683	0.003	2.498
4827	1615507994.881	13.637	0.003	2.284
4828	1615508010.826	13.506	0.002	2.302
4829	1615508026.646	12.732	0.001	2.305
4830	1615508041.692	13.211	0.002	2.311
4831	1615508057.237	13.640	0.001	2.255
4832	1615508073.144	13.636	0.001	2.294
4833	1615508089.269	13.939	0.001	2.582
4834	1615508105.811	13.816	0.001	2.387
4835	1615508122.051	14.212	0.002	2.443
4836	1615508138.723	14.684	0.001	2.360
4837	1615508155.784	13.789	0.001	2.331
4838	1615508171.912	13.472	0.001	2.356
4839	1615508187.751	13.913	0.001	2.294
4840	1615508203.968	13.884	0.001	2.186
4841	1615508220.049	14.017	0.001	2.239
4842	1615508236.314	16.547	0.003	2.287
4843	1615508255.170	13.790	0.001	2.252
4844	1615508271.223	13.806	0.001	2.240
4845	1615508287.280	14.147	0.001	2.301
4846	1615508303.740	13.723	0.001	2.270
4847	1615508319.740	13.324	0.001	2.263
4848	1615508335.332	13.452	0.000	2.249
4849	1615508351.496	14.893	0.001	2.471
4850	1615508368.872	13.259	0.001	1.965
4851	1615508384.114	13.408	0.002	2.080
4852	1615508399.611	13.656	0.001	2.353
4853	1615508415.626	12.308	0.000	2.427
4854	1615508430.371	12.155	0.001	2.499
4855	1615508445.034	12.258	0.001	2.284
4856	1615508459.585	11.929	0.001	2.321
4857	1615508473.843	14.007	0.001	2.280
4858	1615508490.142	12.172	0.002	2.374
4859	1615508504.705	12.342	0.001	2.157
4860	1615508519.214	13.144	0.000	2.284
4861	1615508534.648	13.126	0.000	2.399
4862	1615508550.181	13.648	0.000	2.301
4863	1615508566.137	13.708	0.000	2.282
4864	1615508582.136	14.051	0.003	2.443
4865	1615508598.844	13.531	0.001	2.388
4866	1615508614.776	13.390	0.001	2.205
4867	1615508630.381	13.530	0.001	2.181
4868	1615508646.102	13.269	0.001	2.299
4869	1615508661.676	12.805	0.001	2.309
4870	1615508676.800	13.348	0.000	2.212
4871	1615508692.367	13.931	0.001	2.333
4872	1615508708.645	13.277	0.001	2.173
4873	1615508724.106	12.527	0.000	2.323
4874	1615508738.965	12.430	0.000	2.355
4875	1615508753.759	12.311	0.001	2.228
4876	1615508768.308	12.230	0.001	2.414
4877	1615508782.961	11.448	0.001	2.380
4878	1615508796.799	11.284	0.002	2.327
4879	1615508810.427	16.198	0.003	2.429
4880	1615508829.079	13.966	0.002	2.268
4881	1615508845.788	12.077	0.001	2.225
4882	1615508860.101	12.160	0.001	2.146
4883	1615508874.417	12.255	0.001	2.356
4884	1615508889.034	12.873	0.000	2.242
4885	1615508904.155	12.809	0.003	2.235
4886	1615508919.223	13.949	0.004	2.219
4887	1615508935.416	13.800	0.002	2.325
4888	1615508951.552	13.013	0.001	2.165
4889	1615508966.741	14.591	0.004	2.348
4890	1615508983.698	13.559	0.001	2.313
4891	1615508999.577	14.073	0.001	2.268
4892	1615509015.927	16.351	0.003	2.572
4893	1615509034.864	14.571	0.000	2.301
4894	1615509051.746	14.500	0.000	2.344
4895	1615509068.596	14.658	0.000	2.388
4896	1615509085.647	14.484	0.001	2.424
4897	1615509103.262	16.387	0.002	2.378
4898	1615509122.050	14.723	0.001	2.555
4899	1615509139.348	14.921	0.004	2.317
4900	1615509156.603	13.525	0.001	2.181
4901	1615509172.320	14.061	0.004	2.236
4902	1615509188.640	13.661	0.001	2.434
4903	1615509204.743	13.238	0.000	2.243
4904	1615509220.232	13.133	0.001	2.144
4905	1615509235.518	13.176	0.004	2.278
4906	1615509250.995	12.944	0.001	2.204
4907	1615509266.152	12.548	0.001	2.311
4908	1615509281.020	12.639	0.000	2.329
4909	1615509295.998	12.728	0.001	2.484
4910	1615509311.220	12.460	0.001	2.378
4911	1615509326.075	12.095	0.002	2.386
4912	1615509340.564	12.651	0.001	2.595
4913	1615509355.976	13.868	0.002	2.279
4914	1615509372.139	12.097	0.001	2.450
4915	1615509386.695	12.908	0.003	2.689
4916	1615509402.315	11.449	0.000	2.262
4917	1615509416.036	12.775	0.003	2.329
4918	1615509431.164	12.038	0.001	2.391
4919	1615509445.601	12.562	0.001	2.215
4920	1615509460.390	13.188	0.003	2.529
4921	1615509476.131	13.337	0.001	2.304
4922	1615509491.782	12.893	0.001	2.265
4923	1615509506.949	13.382	0.002	2.483
4924	1615509522.831	13.902	0.002	2.293
4925	1615509539.039	13.059	0.000	2.105
4926	1615509554.212	13.324	0.001	2.429
4927	1615509569.973	13.416	0.001	2.374
4928	1615509585.772	13.799	0.000	2.390
4929	1615509602.249	12.579	0.000	2.283
4930	1615509617.121	12.306	0.001	2.332
4931	1615509631.769	12.264	0.001	2.315
4932	1615509646.358	12.336	0.001	2.271
4933	1615509660.974	12.218	0.001	2.324
4934	1615509675.523	12.506	0.001	2.309
4935	1615509690.347	13.542	0.000	2.099
4936	1615509706.013	13.625	0.001	2.294
4937	1615509721.943	13.032	0.001	2.225
4938	1615509737.209	12.393	0.001	2.328
4939	1615509751.938	12.552	0.001	2.265
4940	1615509766.763	13.110	0.001	2.216
4941	1615509782.100	12.641	0.001	2.249
4942	1615509797.000	12.413	0.001	2.309
4943	1615509811.732	13.500	0.001	2.336
4944	1615509827.573	13.736	0.001	2.373
4945	1615509844.247	12.846	0.003	2.203
4946	1615509859.310	13.155	0.001	2.245
4947	1615509874.717	12.786	0.000	2.300
4948	1615509889.812	13.109	0.001	2.340
4949	1615509905.282	13.995	0.002	2.333
4950	1615509921.629	13.710	0.001	2.396
4951	1615509937.747	13.588	0.001	2.335
4952	1615509953.680	13.770	0.001	2.414
4953	1615509969.874	13.718	0.001	2.281
4954	1615509985.881	14.460	0.005	2.483
4955	1615510002.849	13.872	0.003	2.248
4956	1615510018.992	13.820	0.001	2.137
4957	1615510034.960	13.156	0.001	2.115
4958	1615510050.245	12.932	0.001	2.198
4959	1615510065.384	13.530	0.001	2.231
4960	1615510081.155	13.883	0.002	2.179
4961	1615510097.712	13.455	0.001	2.575
4962	1615510113.760	14.081	0.001	2.268
4963	1615510130.119	15.346	0.003	2.396
4964	1615510147.884	15.479	0.004	2.422
4965	1615510165.801	13.954	0.000	2.277
4966	1615510182.041	14.031	0.001	2.189
4967	1615510198.270	13.816	0.000	2.225
4968	1615510214.321	13.412	0.001	2.294
4969	1615510230.038	13.098	0.001	2.153
4970	1615510245.297	13.077	0.000	2.389
4971	1615510260.772	14.930	0.001	2.418
4972	1615510278.134	12.423	0.002	2.359
4973	1615510292.938	12.531	0.001	2.439
4974	1615510307.918	11.983	0.001	2.275
4975	1615510322.187	11.785	0.001	2.311
4976	1615510336.293	12.131	0.001	2.339
4977	1615510351.263	13.853	0.002	2.254
4978	1615510367.384	13.138	0.002	2.472
4979	1615510383.017	13.667	0.001	2.398
4980	1615510399.095	13.530	0.001	2.301
4981	1615510414.935	14.641	0.001	2.265
4982	1615510431.850	13.744	0.001	2.278
4983	1615510447.881	13.777	0.001	2.326
4984	1615510463.994	13.357	0.001	2.363
4985	1615510479.723	14.346	0.003	2.256
4986	1615510496.346	13.671	0.001	2.181
4987	1615510512.208	13.350	0.001	2.272
4988	1615510527.839	13.374	0.001	2.412
4989	1615510543.631	13.253	0.001	2.322
4990	1615510559.215	12.972	0.001	2.349
4991	1615510574.542	13.087	0.001	2.280
4992	1615510589.918	14.616	0.001	2.304
4993	1615510607.307	12.914	0.001	2.307
4994	1615510622.535	12.657	0.000	2.351
4995	1615510637.552	12.426	0.001	2.206
4996	1615510652.194	11.925	0.001	2.226
4997	1615510666.355	11.924	0.001	2.280
4998	1615510680.568	11.066	0.000	2.251
4999	1615510693.893	11.506	0.001	2.301
5000	1615510707.709	12.676	0.002	2.369
5001	1615510722.775	12.037	0.000	2.237
5002	1615510737.061	13.275	0.002	2.300
5003	1615510752.649	12.194	0.000	2.224
5004	1615510767.078	12.610	0.001	2.340
5005	1615510782.038	12.541	0.000	2.378
5006	1615510796.967	12.350	0.001	2.360
5007	1615510811.685	18.766	0.004	2.409
5008	1615510832.884	15.778	0.004	2.341
5009	1615510851.202	14.152	0.004	2.303
5010	1615510867.680	13.596	0.001	2.483
5011	1615510883.773	15.279	0.001	2.235
5012	1615510901.298	15.873	0.001	2.514
5013	1615510919.696	14.917	0.001	2.297
5014	1615510936.918	15.580	0.001	2.361
5015	1615510954.880	14.478	0.000	2.411
5016	1615510971.779	14.112	0.001	2.267
5017	1615510988.167	13.956	0.000	2.170
5018	1615511004.299	17.871	0.004	2.468
5019	1615511024.661	15.863	0.003	2.660
5020	1615511043.201	14.007	0.004	2.517
5021	1615511059.746	13.468	0.001	2.314
5022	1615511075.536	14.006	0.003	2.396
5023	1615511091.962	13.127	0.001	2.250
5024	1615511107.350	12.769	0.001	2.147
5025	1615511122.658	12.626	0.000	2.282
5026	1615511137.571	13.186	0.002	2.376
5027	1615511153.153	13.345	0.002	2.371
5028	1615511168.882	13.104	0.001	2.263
5029	1615511184.258	13.179	0.001	2.271
5030	1615511199.715	13.279	0.001	2.244
5031	1615511215.246	12.780	0.000	2.188
5032	1615511230.223	12.927	0.001	2.168
5033	1615511245.324	12.218	0.001	2.265
5034	1615511259.813	12.209	0.001	2.364
5035	1615511274.394	12.642	0.001	2.220
5036	1615511289.266	11.825	0.000	2.212
5037	1615511303.311	11.954	0.001	2.374
5038	1615511317.648	12.103	0.001	2.280
5039	1615511332.040	12.320	0.001	2.347
5040	1615511346.716	13.358	0.001	2.309
5041	1615511362.544	13.657	0.000	2.342
5042	1615511378.548	14.092	0.000	2.083
5043	1615511394.731	13.916	0.001	2.203
5044	1615511410.858	13.954	0.000	2.258
5045	1615511427.078	13.516	0.000	2.204
5046	1615511442.806	13.216	0.001	2.179
5047	1615511458.209	13.038	0.000	2.329
5048	1615511473.582	13.058	0.001	2.297
5049	1615511488.946	12.589	0.001	2.326
5050	1615511503.870	12.436	0.001	2.308
5051	1615511518.620	12.393	0.000	2.478
5052	1615511533.511	13.621	0.002	2.272
5053	1615511549.426	12.745	0.003	2.369
5054	1615511564.562	12.000	0.001	2.287
5055	1615511578.860	12.582	0.001	2.323
5056	1615511593.779	12.253	0.000	2.654
5057	1615511609.258	12.859	0.001	2.165
5058	1615511624.292	13.418	0.001	2.288
5059	1615511640.010	12.641	0.001	2.213
5060	1615511654.871	12.539	0.001	2.368
5061	1615511669.787	12.698	0.003	2.561
5062	1615511685.070	12.284	0.001	2.377
5063	1615511699.741	12.215	0.001	2.236
5064	1615511714.200	12.604	0.002	2.247
5065	1615511729.069	12.514	0.001	2.274
5066	1615511743.866	12.480	0.001	2.247
5067	1615511758.599	12.564	0.001	2.176
5068	1615511773.348	13.443	0.001	2.312
5069	1615511789.113	13.216	0.000	2.298
5070	1615511804.633	14.477	0.003	2.367
5071	1615511821.500	14.789	0.002	2.170
5072	1615511838.480	15.454	0.003	2.262
5073	1615511856.644	16.801	0.004	2.410
5074	1615511875.879	17.245	0.004	2.291
5075	1615511895.440	13.638	0.001	2.152
5076	1615511911.242	13.893	0.002	2.271
5077	1615511927.428	13.783	0.003	2.466
5078	1615511943.692	13.699	0.002	2.381
5079	1615511959.784	13.290	0.000	2.292
5080	1615511975.376	13.979	0.002	1.975
5081	1615511991.337	13.980	0.002	2.588
5082	1615512007.917	14.898	0.001	2.357
5083	1615512025.182	14.182	0.001	2.414
5084	1615512041.785	15.832	0.001	2.285
5085	1615512059.915	14.986	0.002	2.255
5086	1615512077.178	13.971	0.001	2.158
5087	1615512093.316	13.307	0.001	2.296
5088	1615512108.933	13.116	0.000	2.219
5089	1615512124.447	13.965	0.002	2.383
5090	1615512140.817	13.127	0.004	2.343
5091	1615512156.310	12.558	0.001	2.305
5092	1615512171.182	11.756	0.002	2.302
5093	1615512185.262	11.848	0.001	2.187
5094	1615512199.307	11.870	0.001	2.388
5095	1615512213.574	11.720	0.001	2.279
5096	1615512227.578	11.897	0.001	2.281
5097	1615512241.762	12.141	0.001	2.227
5098	1615512256.140	12.110	0.001	2.307
5099	1615512270.575	12.691	0.003	2.419
5100	1615512285.702	13.547	0.001	2.438
5101	1615512301.707	13.734	0.002	2.415
5102	1615512317.878	13.040	0.002	2.311
5103	1615512333.252	13.463	0.001	2.460
5104	1615512349.186	14.541	0.001	2.304
5105	1615512366.183	13.898	0.001	2.273
5106	1615512382.368	16.122	0.004	2.281
5107	1615512400.787	15.309	0.002	2.055
5108	1615512418.168	13.166	0.001	2.102
5109	1615512433.442	13.376	0.001	1.887
5110	1615512448.714	13.060	0.001	1.868
5111	1615512463.656	12.402	0.001	2.221
5112	1615512478.286	12.946	0.000	2.353
5113	1615512493.592	13.100	0.002	2.326
5114	1615512509.037	12.920	0.002	2.619
5115	1615512524.598	13.004	0.002	2.422
5116	1615512540.041	12.489	0.001	2.318
5117	1615512554.858	11.624	0.001	2.129
5118	1615512568.616	11.003	0.000	1.838
5119	1615512581.463	11.077	0.000	1.851
5120	1615512594.397	12.358	0.002	1.983
5121	1615512609.468	12.066	0.002	1.999
5122	1615512623.548	11.794	0.001	1.916
5123	1615512637.265	11.631	0.000	2.133
5124	1615512651.039	12.519	0.000	2.261
5125	1615512665.828	12.361	0.001	2.552
5126	1615512680.751	12.301	0.001	2.279
5127	1615512695.341	12.580	0.001	2.290
5128	1615512710.220	13.287	0.002	2.247
5129	1615512725.770	15.024	0.001	2.290
5130	1615512743.097	13.178	0.001	2.286
5131	1615512758.567	13.674	0.000	2.299
5132	1615512774.546	14.327	0.001	2.333
5133	1615512791.214	14.371	0.001	2.278
5134	1615512807.869	17.329	0.003	2.515
5135	1615512827.737	19.024	0.004	3.066
5136	1615512849.842	18.421	0.002	2.136
5137	1615512870.852	14.488	0.001	2.361
5138	1615512887.710	14.170	0.001	2.169
5139	1615512904.059	13.537	0.002	2.325
5140	1615512919.946	14.163	0.002	2.255
5141	1615512936.384	13.438	0.001	2.304
5142	1615512952.137	13.018	0.001	2.192
5143	1615512967.354	14.287	0.004	2.267
5144	1615512983.933	14.334	0.001	2.341
5145	1615513000.616	14.388	0.001	2.207
5146	1615513017.221	13.040	0.001	2.396
5147	1615513032.666	13.005	0.001	2.365
5148	1615513048.046	13.294	0.001	2.343
5149	1615513063.701	13.815	0.002	2.279
5150	1615513079.807	14.760	0.001	2.286
5151	1615513096.868	13.907	0.001	2.285
5152	1615513113.073	13.942	0.001	2.201
5153	1615513129.449	12.469	0.001	2.264
5154	1615513144.189	11.963	0.000	2.170
5155	1615513158.332	12.872	0.002	2.320
5156	1615513173.546	12.711	0.002	2.398
5157	1615513188.675	12.436	0.002	2.192
5158	1615513203.322	12.235	0.000	2.283
5159	1615513217.850	12.827	0.003	2.265
5160	1615513232.965	12.226	0.002	2.210
5161	1615513247.415	12.940	0.001	2.290
5162	1615513262.651	13.520	0.000	2.144
5163	1615513278.324	15.004	0.001	2.514
5164	1615513295.854	14.452	0.004	2.393
5165	1615513312.718	12.932	0.002	2.551
5166	1615513328.212	13.791	0.001	2.166
5167	1615513344.176	14.005	0.002	2.538
5168	1615513360.735	14.845	0.001	2.358
5169	1615513378.160	12.307	0.001	2.339
5170	1615513392.816	15.075	0.005	2.514
5171	1615513410.434	16.605	0.003	2.297
5172	1615513429.359	15.302	0.001	2.268
5173	1615513446.940	15.122	0.000	2.200
5174	1615513464.268	15.329	0.000	2.341
5175	1615513481.957	15.420	0.000	2.270
5176	1615513499.657	15.613	0.001	2.292
5177	1615513517.572	15.785	0.001	2.204
5178	1615513535.567	14.845	0.003	2.400
5179	1615513552.831	13.965	0.003	2.512
5180	1615513569.331	12.731	0.001	2.300
5181	1615513584.371	12.396	0.001	2.281
5182	1615513599.058	12.014	0.001	2.146
5183	1615513613.226	11.983	0.001	2.814
5184	1615513628.033	12.112	0.000	2.186
5185	1615513642.787	12.629	0.001	2.327
5186	1615513657.753	12.743	0.000	2.310
5187	1615513672.815	12.684	0.001	2.278
5188	1615513687.785	13.011	0.000	2.225
5189	1615513703.031	13.556	0.001	2.365
5190	1615513718.974	13.612	0.002	2.371
5191	1615513734.976	13.517	0.001	2.415
5192	1615513750.919	14.992	0.001	2.373
5193	1615513768.301	14.251	0.002	2.320
5194	1615513784.883	15.241	0.004	2.207
5195	1615513802.355	14.566	0.001	3.053
5196	1615513819.987	13.519	0.001	3.094
5197	1615513836.609	15.965	0.005	2.428
5198	1615513855.026	17.107	0.001	2.209
5199	1615513874.352	16.534	0.002	2.385
5200	1615513893.288	17.279	0.001	2.574
5201	1615513913.267	14.879	0.002	2.146
5202	1615513930.310	14.850	0.001	2.191
5203	1615513947.365	16.721	0.002	2.355
5204	1615513966.460	14.407	0.001	2.038
5205	1615513982.916	13.981	0.001	1.907
5206	1615513998.811	14.484	0.004	2.337
5207	1615514015.648	13.112	0.001	2.213
5208	1615514030.983	12.883	0.000	2.199
5209	1615514046.074	12.796	0.000	2.292
5210	1615514061.170	12.322	0.001	2.322
5211	1615514075.825	13.137	0.003	2.325
5212	1615514091.305	12.227	0.001	2.240
5213	1615514105.783	13.337	0.001	2.176
5214	1615514121.308	13.510	0.000	2.228
