# Clocks during the #79 layer-1 sweep (1 Hz), window 1785675603.606 .. 1785675787.603.
# PROVENANCE: cut from a clock_log.sh sidecar that #78 left running for
# ~10 h writing into the i78 capture. It was live through this sweep and
# has been stopped; the i78 file was restored to its committed state. A
# 1 Hz shell loop reading sysfs -- not the #61g /proc sampler.
# INCOMPLETE BY THE SIDECAR'S OWN FAULT: under the owner's DVFS pin
# pp_dpm_socclk reports two active levels, which broke clock_log.sh's
# field capture -- these records carry only sclk/mclk/fclk/socclk, and
# busy/power_mw/cpu/level are missing for this window. What they DO show
# is the thing that mattered: sclk 2900 / mclk 1000 / fclk 2000 MHz on
# every sample of every leg (unpinned idle reads sclk=600, mclk=-), so
# the pin held for the whole sweep and no leg ran at a different
# operating point than another.
1785675673.752	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675674.768	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675675.784	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675676.800	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675677.818	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675678.834	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675679.852	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675680.870	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675681.887	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675682.905	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675683.923	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675684.940	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675685.959	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675686.975	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675687.991	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675689.007	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675690.025	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675691.040	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675692.058	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675693.073	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675694.090	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675695.109	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675696.128	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675697.146	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675698.165	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675699.183	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675700.201	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675701.218	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675702.233	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675703.250	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675704.267	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675705.285	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675706.305	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675707.322	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675708.342	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675709.358	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675710.374	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675711.393	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675712.410	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675713.427	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675714.443	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675715.459	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675716.475	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675717.491	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675718.508	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675719.522	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675720.539	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675721.559	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675722.578	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675723.592	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675724.605	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675725.621	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675726.637	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675727.655	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675728.670	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675729.686	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675730.701	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675731.716	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675732.731	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675733.745	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675734.758	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675735.775	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675736.789	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675737.804	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675738.820	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675739.837	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675740.854	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675741.870	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675742.888	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675743.905	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675744.923	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675745.939	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675746.957	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675747.973	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675748.990	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675750.004	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675751.022	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675752.037	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675753.052	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675754.069	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675755.084	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675756.098	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675757.112	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675758.127	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675759.144	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675760.162	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675761.178	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675762.197	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675763.213	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675764.228	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675765.245	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675766.260	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675767.276	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675768.292	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675769.309	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675770.324	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675771.338	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675772.353	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675773.366	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675774.381	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675775.396	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675776.414	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675777.432	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675778.449	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675779.467	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675780.483	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675781.501	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675782.516	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675783.533	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675784.551	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675785.569	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675786.586	sclk=2900	mclk=1000	fclk=2000	socclk=1472
1785675787.603	sclk=2900	mclk=1000	fclk=2000	socclk=1472
