# textflood 3840x2160 step=25 epoch_ms=1785502285769.710 mono_ms=58627596.037
frame	loop_start_ms	render_ms	blit_ms	sync_ms
685	58659650.609	25.788	0.002	6.884
686	58659683.294	26.224	0.002	6.930
687	58659716.461	26.358	0.001	6.866
688	58659749.697	28.654	0.002	25.059
689	58659803.443	32.217	0.003	6.980
690	58659842.653	27.988	0.002	6.836
691	58659877.489	28.690	0.002	6.786
692	58659912.979	28.214	0.002	6.638
693	58659947.842	28.462	0.002	6.643
694	58659982.959	28.083	0.002	6.573
695	58660017.626	28.648	0.002	6.660
696	58660052.948	27.416	0.002	6.596
697	58660086.973	27.140	0.002	6.533
698	58660120.659	26.839	0.002	6.704
699	58660154.215	27.589	0.002	6.727
700	58660188.544	26.855	0.001	6.811
701	58660222.223	26.891	0.002	7.189
702	58660256.316	27.533	0.002	6.874
703	58660290.735	26.397	0.001	6.712
704	58660323.856	25.594	0.002	6.666
705	58660356.136	25.119	0.002	6.559
706	58660387.826	25.379	0.002	6.670
707	58660419.887	26.082	0.002	6.622
708	58660452.603	25.650	0.002	6.624
709	58660484.890	25.875	0.002	6.655
710	58660517.433	25.161	0.002	6.747
711	58660549.355	24.901	0.002	6.709
712	58660580.976	23.930	0.002	6.614
713	58660611.532	23.731	0.002	6.825
714	58660642.101	23.394	0.003	7.024
715	58660672.533	23.217	0.002	6.955
716	58660702.718	23.958	0.002	7.122
717	58660733.812	24.791	0.001	6.898
718	58660765.514	25.918	0.002	6.921
719	58660798.365	25.861	0.002	6.802
720	58660831.040	26.407	0.002	6.700
721	58660864.170	26.709	0.001	6.692
722	58660897.583	27.176	0.001	6.665
723	58660931.438	26.207	0.001	6.630
724	58660964.287	25.253	0.002	6.604
725	58660996.156	25.036	0.002	6.600
726	58661027.805	25.985	0.001	6.679
727	58661060.482	25.534	0.002	6.742
728	58661092.772	25.268	0.002	6.659
729	58661124.711	24.011	0.001	6.661
730	58661155.395	24.550	0.001	6.627
731	58661186.584	23.645	0.002	6.572
732	58661216.816	23.267	0.001	6.565
733	58661246.660	23.951	0.002	6.544
734	58661277.168	25.025	0.002	6.653
735	58661308.859	25.052	0.001	6.606
736	58661340.530	25.369	0.002	6.684
737	58661372.604	26.005	0.001	6.709
738	58661405.331	26.362	0.002	6.692
739	58661438.398	25.965	0.002	6.577
740	58661470.953	26.181	0.001	6.577
741	58661503.724	25.350	0.001	6.555
742	58661535.641	25.504	0.002	6.574
743	58661567.732	24.298	0.001	6.604
744	58661598.646	24.503	0.002	6.578
745	58661629.741	24.419	0.001	6.548
746	58661660.720	25.823	0.002	6.597
747	58661693.152	25.927	0.002	6.620
748	58661725.712	26.159	0.002	6.675
749	58661758.558	26.731	0.002	7.325
750	58661792.628	26.933	0.002	6.702
751	58661826.276	27.261	0.002	6.652
752	58661860.201	26.621	0.002	6.683
753	58661893.525	26.450	0.002	6.617
754	58661926.606	26.161	0.002	6.565
755	58661959.345	25.370	0.002	6.525
756	58661991.252	25.142	0.002	6.491
757	58662022.899	25.394	0.002	6.582
758	58662054.889	25.721	0.003	6.769
759	58662087.394	27.093	0.003	6.780
760	58662121.282	27.192	0.002	6.855
761	58662155.343	28.155	0.002	6.834
762	58662190.347	27.419	0.002	6.758
763	58662224.539	27.398	0.002	6.688
764	58662258.639	27.217	0.002	6.732
765	58662292.602	27.589	0.002	6.791
766	58662326.997	29.290	0.002	7.005
767	58662363.305	26.103	0.002	6.912
768	58662396.335	25.968	0.002	6.906
769	58662429.232	25.263	0.002	6.852
770	58662461.361	24.247	0.002	6.775
771	58662492.397	23.782	0.002	6.715
772	58662522.908	23.484	0.002	6.738
773	58662553.144	23.147	0.002	6.664
774	58662582.968	22.876	0.002	6.715
775	58662612.579	23.187	0.002	6.695
776	58662642.475	23.303	0.003	7.461
777	58662673.253	24.368	0.002	6.859
778	58662704.493	24.704	0.002	6.723
779	58662735.935	25.251	0.002	6.605
780	58662767.806	25.875	0.002	7.330
781	58662801.024	26.299	0.002	6.701
782	58662834.037	26.774	0.002	6.674
783	58662867.498	27.031	0.002	6.737
784	58662901.279	27.078	0.002	6.740
785	58662935.119	26.133	0.002	6.716
786	58662967.983	26.115	0.002	6.632
787	58663000.744	26.032	0.002	6.560
788	58663033.349	25.111	0.002	6.592
789	58663065.065	25.261	0.001	6.567
790	58663096.906	25.384	0.002	6.553
791	58663128.857	25.852	0.002	6.580
792	58663161.303	25.360	0.002	6.556
793	58663193.232	24.422	0.002	6.519
794	58663224.186	23.791	0.001	6.559
795	58663254.549	23.185	0.002	6.642
796	58663284.391	22.069	0.001	6.594
797	58663313.065	21.497	0.001	6.532
798	58663341.107	21.967	0.002	6.511
799	58663369.598	22.793	0.001	6.486
800	58663398.889	22.819	0.001	7.144
801	58663428.884	22.738	0.001	6.533
802	58663458.167	23.319	0.002	6.460
803	58663487.960	24.583	0.001	6.434
804	58663518.989	24.052	0.001	6.471
805	58663549.526	24.299	0.001	6.507
806	58663580.344	25.587	0.001	6.522
807	58663612.466	25.705	0.002	6.487
808	58663644.672	26.051	0.002	6.486
809	58663677.224	26.450	0.001	6.519
810	58663710.206	26.813	0.002	6.503
811	58663743.536	27.506	0.001	6.494
812	58663777.550	27.787	0.002	6.624
813	58663811.973	28.727	0.001	6.574
814	58663847.287	28.183	0.002	6.756
815	58663882.240	28.620	0.002	6.712
816	58663917.586	27.723	0.001	6.647
817	58663951.978	27.481	0.002	6.617
818	58663986.090	27.036	0.001	6.595
819	58664019.735	26.770	0.001	6.543
820	58664053.061	26.338	0.001	6.524
821	58664085.935	26.438	0.002	6.556
822	58664118.943	26.181	0.002	6.531
823	58664151.670	25.658	0.002	7.263
824	58664184.605	25.224	0.001	6.506
825	58664216.348	24.830	0.002	6.465
826	58664247.658	24.591	0.001	6.434
827	58664278.696	25.780	0.001	7.140
828	58664311.629	25.418	0.002	6.875
829	58664343.935	26.480	0.002	6.802
830	58664377.231	25.082	0.002	6.643
831	58664408.971	24.826	0.002	7.370
832	58664441.181	24.159	0.002	6.690
833	58664472.051	23.806	0.002	6.799
834	58664502.670	22.683	0.002	6.762
835	58664532.128	22.616	0.002	7.384
836	58664562.142	23.246	0.002	6.692
837	58664592.094	23.965	0.002	6.707
838	58664622.780	24.538	0.002	6.693
839	58664654.028	24.927	0.002	6.570
840	58664685.539	26.067	0.002	6.573
841	58664718.193	26.490	0.002	6.543
842	58664751.241	26.331	0.002	6.519
843	58664784.104	27.023	0.002	7.286
844	58664818.429	25.618	0.002	6.643
845	58664850.704	25.616	0.002	6.697
846	58664883.031	25.656	0.002	6.787
847	58664915.488	26.910	0.002	6.807
848	58664949.219	26.180	0.003	7.196
849	58664982.620	24.930	0.002	6.881
850	58665014.445	24.583	0.002	6.671
851	58665045.713	24.995	0.002	6.673
852	58665077.395	23.779	0.002	6.580
853	58665107.768	24.019	0.002	6.540
854	58665138.341	24.309	0.002	6.571
855	58665169.236	26.242	0.002	6.681
856	58665202.176	25.593	0.002	6.773
857	58665234.556	26.263	0.003	6.780
858	58665267.613	26.223	0.002	6.653
859	58665300.504	26.925	0.002	6.592
860	58665334.034	26.361	0.002	6.569
861	58665366.977	25.609	0.002	6.506
862	58665399.106	24.863	0.002	6.898
863	58665430.882	25.808	0.002	6.868
864	58665463.572	25.246	0.003	7.104
865	58665495.947	25.573	0.003	6.894
866	58665528.428	25.922	0.002	6.888
867	58665561.252	27.588	0.002	6.894
868	58665595.747	26.967	0.002	6.787
869	58665629.516	26.735	0.002	6.582
870	58665662.845	26.787	0.002	7.208
871	58665696.855	27.084	0.002	6.640
872	58665730.592	26.622	0.002	6.686
873	58665763.913	26.570	0.002	6.835
874	58665797.334	27.015	0.002	6.641
875	58665831.015	25.578	0.002	6.625
876	58665863.233	25.664	0.002	6.605
877	58665895.514	25.391	0.002	6.521
878	58665927.441	26.313	0.002	6.542
879	58665960.309	26.723	0.002	6.499
880	58665993.544	26.890	0.002	6.696
881	58666027.154	27.761	0.002	6.564
882	58666061.494	28.059	0.002	6.601
883	58666096.168	27.073	0.002	6.497
884	58666129.752	26.743	0.002	6.525
885	58666163.034	26.988	0.002	6.529
886	58666196.564	26.773	0.002	6.945
887	58666230.298	26.339	0.002	6.755
888	58666263.405	25.636	0.002	6.637
889	58666295.692	24.794	0.002	7.170
890	58666327.669	23.806	0.002	6.674
891	58666358.162	23.647	0.002	6.709
892	58666388.533	23.463	0.013	6.694
893	58666418.715	23.427	0.002	6.588
894	58666448.745	22.984	0.002	6.572
895	58666478.315	23.123	0.002	6.499
896	58666507.951	23.120	0.002	6.484
897	58666537.578	23.695	0.002	6.524
898	58666567.809	24.902	0.002	6.541
899	58666599.266	24.902	0.003	6.593
900	58666630.776	25.726	0.002	6.519
901	58666663.035	25.793	0.002	6.485
902	58666695.326	26.908	0.002	6.559
903	58666728.806	26.322	0.002	6.517
904	58666761.660	26.619	0.002	6.694
905	58666794.987	25.800	0.002	6.663
906	58666827.465	26.489	0.002	6.702
907	58666860.670	26.045	0.002	6.597
908	58666893.327	25.127	0.002	6.509
909	58666924.977	25.069	0.002	7.118
910	58666957.177	25.289	0.002	6.514
911	58666988.993	25.754	0.002	6.523
912	58667021.284	25.187	0.001	6.477
913	58667052.979	24.323	0.002	7.411
914	58667084.727	24.668	0.002	6.746
915	58667116.155	23.547	0.002	6.677
916	58667146.393	22.166	0.002	6.565
917	58667175.138	21.396	0.002	6.585
918	58667203.131	22.685	0.002	6.545
919	58667232.375	22.766	0.002	6.527
920	58667261.682	23.001	0.002	6.541
921	58667291.236	22.908	0.002	6.519
922	58667320.677	24.176	0.001	6.518
923	58667351.384	24.769	0.001	6.510
924	58667382.678	24.256	0.001	6.493
925	58667413.439	24.260	0.001	6.488
926	58667444.201	26.243	0.001	6.579
927	58667477.035	25.836	0.001	6.548
928	58667509.434	26.205	0.002	6.525
929	58667542.187	26.432	0.002	6.540
930	58667575.173	27.758	0.002	6.606
931	58667609.551	27.790	0.002	6.605
932	58667643.960	28.158	0.002	6.646
933	58667678.779	28.718	0.001	7.230
934	58667714.740	28.305	0.002	6.587
935	58667749.645	27.925	0.002	6.589
936	58667784.173	28.317	0.002	6.632
937	58667819.135	27.973	0.002	6.636
938	58667853.757	27.513	0.002	6.710
939	58667887.994	27.256	0.001	6.596
940	58667921.859	26.502	0.002	6.576
941	58667954.951	27.194	0.002	6.673
942	58667988.831	26.466	0.001	6.541
943	58668021.851	25.776	0.001	6.497
944	58668054.137	25.131	0.001	6.434
945	58668085.723	25.522	0.001	6.485
946	58668117.742	24.776	0.002	6.602
947	58668149.133	26.153	0.002	6.846
948	58668182.147	26.069	0.002	6.722
949	58668214.955	26.612	0.002	6.643
950	58668248.223	25.040	0.002	6.506
951	58668279.783	24.642	0.001	6.429
952	58668310.866	23.795	0.001	6.460
953	58668341.136	23.642	0.002	6.606
954	58668371.397	22.523	0.002	6.653
955	58668400.587	22.511	0.001	6.553
956	58668429.664	23.023	0.001	6.479
957	58668459.180	24.331	0.002	6.543
958	58668490.066	24.207	0.001	6.480
959	58668520.765	24.810	0.001	6.621
960	58668552.210	26.120	0.002	6.624
961	58668584.976	29.302	0.002	6.688
962	58668620.979	26.778	0.002	6.688
963	58668654.458	26.198	0.002	6.582
964	58668687.252	25.222	0.001	6.512
965	58668719.012	25.635	0.002	6.728
966	58668751.390	25.402	0.002	6.683
967	58668783.489	26.138	0.002	6.676
968	58668816.316	25.357	0.002	6.709
969	58668848.397	24.566	0.002	6.695
970	58668879.671	24.201	0.002	6.851
971	58668910.737	23.616	0.002	6.676
972	58668941.044	23.533	0.003	6.841
973	58668971.432	24.767	0.002	7.024
974	58669003.237	25.059	0.003	7.128
975	58669035.437	26.224	0.002	6.842
976	58669068.516	25.608	0.002	7.388
977	58669101.535	26.186	0.002	6.706
978	58669134.441	25.773	0.002	6.874
979	58669167.102	26.151	0.002	6.962
980	58669200.231	27.225	0.003	6.998
981	58669234.471	25.970	0.003	7.008
982	58669267.463	25.532	0.014	6.911
983	58669299.933	25.059	0.003	7.236
984	58669332.243	26.270	0.003	7.312
985	58669365.842	26.386	0.003	7.285
986	58669399.527	26.354	0.002	7.146
987	58669433.042	26.776	0.002	6.836
988	58669466.667	27.518	0.002	6.995
989	58669501.193	27.129	0.002	6.989
990	58669535.325	27.310	0.002	6.925
991	58669569.575	27.324	0.002	7.422
992	58669604.335	26.804	0.002	6.776
993	58669637.938	26.758	0.002	6.760
994	58669671.469	26.476	0.002	6.705
995	58669704.663	25.850	0.002	6.814
996	58669737.341	25.402	0.002	6.747
997	58669769.504	25.486	0.003	6.983
998	58669801.987	26.454	0.003	6.942
999	58669835.397	28.170	0.003	6.908
1000	58669870.490	27.423	0.002	6.858
1001	58669904.784	27.667	0.002	6.747
1002	58669939.211	27.401	0.002	6.773
1003	58669973.399	27.804	0.002	6.713
1004	58670007.928	26.806	0.002	6.698
1005	58670041.446	27.237	0.002	6.798
1006	58670075.495	26.578	0.002	7.361
1007	58670109.447	25.745	0.002	6.674
1008	58670141.881	25.167	0.002	6.624
1009	58670173.694	24.690	0.002	6.642
1010	58670205.040	23.618	0.002	7.327
1011	58670236.014	23.463	0.002	6.688
1012	58670266.180	23.154	0.002	6.929
1013	58670296.277	23.744	0.003	7.142
1014	58670327.177	23.500	0.002	7.700
1015	58670358.391	23.804	0.003	6.896
1016	58670389.103	23.662	0.002	6.774
1017	58670419.553	24.023	0.002	6.933
1018	58670450.522	24.856	0.002	6.862
1019	58670482.254	25.886	0.002	6.999
1020	58670515.152	26.446	0.002	7.047
1021	58670548.659	26.800	0.003	7.010
1022	58670582.483	27.629	0.002	7.020
1023	58670617.148	26.967	0.002	6.911
1024	58670651.039	27.255	0.002	6.796
1025	58670685.123	26.183	0.002	6.854
1026	58670718.174	26.836	0.002	6.786
1027	58670751.810	26.292	0.002	6.860
1028	58670784.976	25.943	0.003	6.868
1029	58670817.801	25.767	0.003	7.106
1030	58670850.691	26.738	0.003	7.143
1031	58670884.587	26.685	0.002	7.081
1032	58670918.367	25.999	0.003	6.954
1033	58670951.335	24.836	0.002	6.966
1034	58670983.151	25.221	0.002	6.961
1035	58671015.346	23.672	0.002	6.830
1036	58671045.862	22.608	0.002	6.922
1037	58671075.406	21.614	0.002	6.906
1038	58671103.942	23.028	0.002	6.896
1039	58671133.880	23.375	0.003	6.937
1040	58671164.207	23.352	0.002	6.952
1041	58671194.534	23.136	0.002	7.030
1042	58671224.714	24.765	0.002	6.939
1043	58671256.432	25.036	0.002	6.844
1044	58671288.327	24.724	0.002	6.889
1045	58671319.954	25.061	0.003	7.077
1046	58671352.105	26.956	0.003	7.023
1047	58671386.099	26.399	0.002	6.926
1048	58671419.438	26.968	0.003	6.921
1049	58671453.341	26.838	0.003	6.929
1050	58671487.123	28.086	0.002	6.912
1051	58671522.134	28.067	0.002	6.917
1052	58671557.131	28.359	0.003	6.893
1053	58671592.397	29.278	0.002	6.903
1054	58671628.591	28.918	0.002	7.064
1055	58671664.587	28.704	0.002	6.959
1056	58671700.265	28.102	0.002	6.996
1057	58671735.385	28.700	0.002	7.083
1058	58671771.182	27.954	0.003	7.309
1059	58671806.463	27.913	0.002	7.133
1060	58671841.523	27.815	0.003	7.090
1061	58671876.443	27.438	0.002	7.063
1062	58671910.958	26.883	0.003	7.041
1063	58671944.896	26.562	0.003	7.001
1064	58671978.474	26.873	0.002	7.132
1065	58672012.493	26.118	0.003	7.266
1066	58672045.892	25.849	0.003	7.150
1067	58672078.906	26.790	0.002	7.161
1068	58672112.870	27.218	0.003	7.232
1069	58672147.335	26.903	0.002	7.033
1070	58672181.284	25.663	0.002	7.037
1071	58672214.016	25.311	0.002	7.120
1072	58672246.461	25.282	0.002	7.087
1073	58672278.854	24.309	0.003	7.057
1074	58672310.236	23.044	0.002	7.061
1075	58672340.355	22.942	0.002	7.045
1076	58672370.357	24.581	0.003	7.041
1077	58672401.994	24.738	0.003	7.303
1078	58672434.050	25.238	0.002	7.209
1079	58672466.511	25.954	0.002	7.802
1080	58672500.280	26.728	0.003	7.097
1081	58672534.119	27.397	0.003	7.139
1082	58672568.670	27.084	0.002	7.339
1083	58672603.108	27.755	0.002	7.229
1084	58672638.107	26.419	0.003	7.115
1085	58672671.655	26.140	0.003	7.304
1086	58672705.115	26.732	0.003	7.244
1087	58672739.106	27.307	0.003	7.019
1088	58672773.447	25.939	0.003	6.919
1089	58672806.328	24.790	0.002	6.865
1090	58672837.996	24.419	0.003	7.016
1091	58672869.446	24.815	0.002	7.085
1092	58672901.359	24.112	0.002	7.025
1093	58672932.510	24.564	0.002	6.953
1094	58672964.042	24.769	0.002	6.917
1095	58672995.742	26.566	0.003	6.852
1096	58673029.174	25.674	0.003	6.867
1097	58673061.729	26.427	0.003	7.107
1098	58673095.279	26.557	0.003	7.653
1099	58673129.505	26.439	0.003	6.922
1100	58673162.880	26.855	0.002	6.870
1101	58673196.620	25.728	0.002	6.806
1102	58673229.168	25.919	0.002	6.890
1103	58673261.990	25.086	0.003	6.802
1104	58673293.891	24.726	0.002	6.902
1105	58673325.543	25.379	0.002	6.892
1106	58673357.827	26.063	0.002	6.812
1107	58673390.715	26.198	0.002	6.694
1108	58673423.620	26.413	0.002	6.686
1109	58673456.732	26.309	0.002	6.667
1110	58673489.722	27.463	0.003	6.847
1111	58673524.046	27.103	0.002	6.703
1112	58673557.865	26.511	0.002	6.689
1113	58673591.079	26.380	0.002	6.638
1114	58673624.111	26.846	0.002	6.679
1115	58673657.649	25.337	0.002	6.755
1116	58673689.754	25.116	0.002	6.711
1117	58673721.595	25.249	0.002	6.718
1118	58673753.576	26.288	0.003	7.157
1119	58673787.035	27.879	0.002	6.955
1120	58673821.882	27.644	0.003	6.779
1121	58673856.328	28.416	0.002	6.739
1122	58673891.496	27.755	0.002	6.860
1123	58673926.125	27.283	0.002	6.848
1124	58673960.270	27.178	0.002	6.802
1125	58673994.264	27.946	0.002	6.744
1126	58674028.968	26.678	0.002	6.687
1127	58674062.345	25.719	0.002	6.658
1128	58674094.736	25.111	0.002	6.680
1129	58674126.542	25.328	0.002	6.681
1130	58674158.564	23.859	0.003	6.993
1131	58674189.432	23.885	0.002	6.839
1132	58674220.170	23.542	0.002	6.803
1133	58674250.529	24.056	0.002	6.733
1134	58674281.331	22.824	0.002	6.675
1135	58674310.844	23.021	0.002	6.688
1136	58674340.571	23.365	0.002	6.670
1137	58674370.637	24.307	0.002	6.684
1138	58674401.641	24.367	0.002	6.649
1139	58674432.671	24.904	0.002	6.641
1140	58674464.229	25.602	0.002	6.777
1141	58674496.622	26.885	0.002	6.739
1142	58674530.260	26.595	0.002	6.692
1143	58674563.561	26.414	0.002	6.624
1144	58674596.613	26.712	0.002	6.751
1145	58674630.089	26.684	0.002	6.719
1146	58674663.505	25.677	0.002	6.701
1147	58674695.897	25.929	0.002	6.729
1148	58674728.576	25.354	0.002	7.522
1149	58674761.468	25.799	0.002	6.760
1150	58674794.041	25.804	0.002	6.777
1151	58674826.635	26.262	0.002	6.751
1152	58674859.662	25.625	0.002	7.316
1153	58674892.628	24.691	0.003	6.626
1154	58674923.959	24.137	0.002	6.577
1155	58674954.688	23.295	0.002	6.752
1156	58674984.749	22.517	0.002	6.824
1157	58675014.104	21.825	0.002	6.701
1158	58675042.644	22.060	0.002	6.682
1159	58675071.400	23.180	0.002	6.840
1160	58675101.435	23.554	0.002	6.777
1161	58675131.779	23.283	0.002	6.770
1162	58675161.845	23.991	0.002	6.753
1163	58675192.603	24.968	0.002	6.814
1164	58675224.398	24.852	0.002	6.926
1165	58675256.188	25.262	0.003	6.799
1166	58675288.263	26.153	0.002	6.746
1167	58675321.175	26.343	0.002	6.617
1168	58675354.147	26.629	0.002	6.547
1169	58675387.346	26.516	0.002	6.577
1170	58675420.451	27.112	0.002	6.522
1171	58675454.099	27.467	0.002	6.529
1172	58675488.109	27.996	0.002	7.247
1173	58675523.365	28.109	0.001	6.612
1174	58675558.099	28.200	0.002	6.553
1175	58675592.867	28.206	0.002	6.505
1176	58675627.591	27.596	0.002	6.528
1177	58675661.728	27.080	0.001	6.506
1178	58675695.328	27.334	0.002	6.706
1179	58675729.382	26.982	0.003	6.614
1180	58675762.993	26.841	0.002	6.570
1181	58675796.416	26.659	0.002	6.575
1182	58675829.663	26.255	0.001	6.629
1183	58675862.560	26.069	0.002	6.872
1184	58675895.516	26.158	0.002	6.977
1185	58675928.673	25.822	0.002	6.874
1186	58675961.383	25.290	0.002	6.733
1187	58675993.420	26.054	0.001	7.320
1188	58676026.807	25.450	0.001	6.578
1189	58676058.849	25.976	0.002	6.573
1190	58676091.413	24.989	0.002	6.548
1191	58676122.963	24.672	0.002	7.239
1192	58676154.886	23.969	0.002	6.620
1193	58676185.488	23.853	0.002	6.880
1194	58676216.235	23.201	0.002	7.059
1195	58676246.510	23.254	0.002	7.785
1196	58676277.564	23.810	0.002	6.780
1197	58676308.169	24.344	0.002	6.714
1198	58676339.240	24.672	0.002	6.726
1199	58676370.653	25.519	0.002	7.411
1200	58676403.596	25.947	0.001	6.623
1201	58676436.187	26.561	0.001	6.545
1202	58676469.307	26.191	0.002	6.661
1203	58676502.174	26.223	0.002	6.757
1204	58676535.167	25.614	0.001	6.657
1205	58676567.451	25.278	0.001	6.561
1206	58676599.302	25.540	0.001	6.651
1207	58676631.505	25.536	0.002	6.562
1208	58676663.617	25.251	0.001	6.540
1209	58676695.422	24.089	0.001	6.618
1210	58676726.142	24.256	0.002	6.901
1211	58676757.313	24.200	0.002	6.920
1212	58676788.446	24.063	0.002	6.945
1213	58676819.469	24.632	0.002	6.747
1214	58676850.861	24.537	0.002	6.592
1215	58676882.015	25.475	0.001	6.612
1216	58676914.116	25.234	0.002	6.678
1217	58676946.052	26.000	0.002	6.674
1218	58676978.739	25.849	0.002	6.577
1219	58677011.179	25.797	0.002	6.789
1220	58677043.779	26.736	0.002	6.705
1221	58677077.234	25.542	0.002	6.649
1222	58677109.437	24.782	0.001	6.690
1223	58677140.922	24.953	0.001	6.634
1224	58677172.521	24.517	0.002	6.514
1225	58677203.567	24.790	0.002	6.529
1226	58677234.900	24.817	0.002	6.540
1227	58677266.270	25.800	0.002	6.596
1228	58677298.679	26.457	0.001	6.522
1229	58677331.670	26.294	0.001	6.501
1230	58677364.478	26.536	0.001	6.556
1231	58677397.584	26.945	0.001	6.656
1232	58677431.198	26.586	0.002	6.624
1233	58677464.430	26.516	0.001	6.579
1234	58677497.539	26.401	0.001	6.527
1235	58677530.481	25.395	0.001	6.524
1236	58677562.411	24.885	0.002	6.665
1237	58677593.975	25.478	0.002	6.693
1238	58677626.160	25.560	0.002	6.608
1239	58677658.343	26.805	0.002	6.575
1240	58677691.738	27.115	0.002	6.695
1241	58677725.562	27.538	0.002	6.593
1242	58677759.706	27.412	0.002	6.594
1243	58677793.725	26.924	0.001	6.541
1244	58677827.203	26.866	0.002	6.555
1245	58677860.637	26.972	0.002	6.605
1246	58677894.228	26.678	0.002	6.601
1247	58677927.521	25.685	0.002	6.630
1248	58677959.849	25.446	0.002	6.580
1249	58677991.905	24.782	0.001	6.491
1250	58678023.192	23.697	0.001	6.546
1251	58678053.448	23.158	0.001	6.480
1252	58678083.100	23.022	0.001	6.482
1253	58678112.616	22.931	0.001	6.473
1254	58678142.033	22.551	0.002	6.535
1255	58678171.132	22.949	0.001	6.803
1256	58678200.897	23.561	0.002	6.698
1257	58678231.169	23.740	0.002	6.587
1258	58678261.509	24.413	0.002	7.314
1259	58678293.248	25.050	0.001	6.534
1260	58678324.845	25.620	0.001	6.556
1261	58678357.035	26.021	0.001	6.527
1262	58678389.596	26.460	0.002	6.786
1263	58678422.855	26.760	0.001	6.636
1264	58678456.264	26.966	0.002	6.552
1265	58678489.803	25.938	0.001	6.480
1266	58678522.234	25.435	0.001	6.532
1267	58678554.214	25.677	0.001	6.504
1268	58678586.408	24.903	0.001	6.485
1269	58678617.809	24.901	0.001	6.497
1270	58678649.220	25.007	0.001	6.510
1271	58678680.748	25.788	0.002	6.710
1272	58678713.259	25.761	0.002	6.756
1273	58678745.791	24.852	0.002	6.630
1274	58678777.285	24.374	0.002	6.599
1275	58678808.272	23.584	0.002	6.834
1276	58678838.706	22.817	0.002	6.958
1277	58678868.495	22.196	0.002	6.935
1278	58678897.641	22.634	0.002	7.014
1279	58678927.303	23.662	0.002	6.983
1280	58678957.962	23.857	0.003	6.944
1281	58678988.785	23.492	0.002	6.868
1282	58679019.159	24.305	0.002	6.801
1283	58679050.279	24.988	0.001	6.624
1284	58679081.904	24.447	0.002	6.737
1285	58679113.102	24.813	0.002	6.739
1286	58679144.668	26.057	0.002	6.668
1287	58679177.405	26.296	0.001	6.615
1288	58679210.328	26.514	0.001	6.509
1289	58679243.364	26.181	0.001	6.524
1290	58679276.082	27.714	0.002	6.831
1291	58679310.639	28.090	0.002	6.933
1292	58679345.677	28.500	0.003	6.855
1293	58679381.046	28.562	0.002	6.783
1294	58679416.405	28.994	0.002	6.717
1295	58679452.129	28.318	0.002	6.684
1296	58679487.145	27.667	0.002	6.568
1297	58679521.401	27.734	0.002	6.644
1298	58679555.792	27.364	0.002	6.653
1299	58679589.823	26.769	0.002	6.621
1300	58679623.227	26.653	0.002	6.636
1301	58679656.528	27.063	0.002	6.702
1302	58679690.306	26.036	0.002	6.675
1303	58679723.032	26.393	0.002	6.789
1304	58679756.227	25.563	0.002	6.867
1305	58679788.673	26.042	0.002	6.874
1306	58679821.602	25.105	0.002	6.780
1307	58679853.502	25.851	0.002	6.873
1308	58679886.240	25.816	0.002	6.801
1309	58679918.871	26.852	0.002	6.775
1310	58679952.511	25.249	0.003	7.003
1311	58679984.777	25.264	0.002	6.822
1312	58680016.878	24.353	0.002	6.724
1313	58680047.977	24.073	0.002	6.696
1314	58680078.760	22.653	0.003	6.669
1315	58680108.096	22.114	0.003	6.623
1316	58680136.847	22.982	0.002	6.761
1317	58680166.604	24.649	0.002	6.814
1318	58680198.080	24.665	0.003	6.795
1319	58680229.555	25.283	0.002	6.726
1320	58680261.578	25.789	0.002	6.691
1321	58680294.071	27.137	0.002	6.773
1322	58680327.995	26.669	0.002	6.658
1323	58680361.336	26.199	0.002	6.644
1324	58680394.193	25.677	0.002	6.662
1325	58680426.546	25.284	0.002	6.580
1326	58680458.424	25.349	0.002	6.536
1327	58680490.324	25.348	0.002	6.470
1328	58680522.155	25.104	0.002	7.199
1329	58680554.479	24.184	0.001	6.540
1330	58680585.217	24.105	0.002	6.673
1331	58680616.022	23.921	0.002	6.657
1332	58680646.614	23.556	0.002	6.603
1333	58680676.787	24.049	0.001	6.674
1334	58680707.523	24.411	0.002	6.917
1335	58680738.866	25.569	0.002	6.660
1336	58680771.109	25.280	0.002	6.548
1337	58680802.951	25.754	0.001	6.531
1338	58680835.249	25.672	0.002	6.547
1339	58680867.481	25.604	0.002	6.728
1340	58680899.828	26.563	0.002	7.401
1341	58680933.805	25.658	0.002	6.684
1342	58680966.161	25.016	0.002	6.722
1343	58680997.913	24.985	0.002	6.620
1344	58681029.531	24.643	0.002	7.259
1345	58681061.456	24.746	0.002	6.546
1346	58681092.762	24.910	0.002	6.507
1347	58681124.193	25.640	0.001	6.481
1348	58681156.327	26.145	0.001	6.512
1349	58681189.011	26.212	0.002	6.532
1350	58681221.769	26.522	0.002	6.477
1351	58681254.782	26.322	0.001	6.536
1352	58681287.654	26.640	0.002	7.465
1353	58681321.772	26.852	0.002	6.671
1354	58681355.308	26.624	0.002	6.652
1355	58681388.597	25.766	0.002	6.584
1356	58681420.961	25.215	0.002	6.596
1357	58681452.785	25.445	0.002	6.698
1358	58681484.942	25.588	0.002	6.579
1359	58681517.122	26.679	0.002	6.605
1360	58681550.420	27.076	0.001	6.544
1361	58681584.072	27.393	0.001	6.501
1362	58681617.980	26.887	0.001	6.498
