# textflood 3840x2400 step=25 epoch_ms=1785580499988.244 mono_ms=1615106615.519
frame	loop_start_ms	render_ms	blit_ms	sync_ms
61	1615107589.694	12.482	0.001	2.374
62	1615107604.567	13.035	0.001	2.291
63	1615107619.907	12.598	0.000	2.387
64	1615107634.901	12.767	0.001	2.155
65	1615107650.267	12.769	0.000	2.201
66	1615107665.244	12.257	0.000	2.333
67	1615107679.841	12.782	0.001	2.179
68	1615107694.810	11.911	0.000	2.239
69	1615107708.969	12.088	0.000	2.168
70	1615107723.233	12.426	0.000	2.371
71	1615107738.038	12.207	0.000	2.322
72	1615107752.572	11.803	0.000	2.258
73	1615107766.639	11.620	0.000	2.278
74	1615107780.543	11.387	0.000	2.170
75	1615107794.109	10.803	0.000	2.221
76	1615107807.142	10.115	0.001	2.333
77	1615107819.599	10.171	0.001	2.315
78	1615107832.094	10.610	0.001	2.262
79	1615107844.975	10.844	0.001	2.277
80	1615107858.105	10.935	0.001	2.242
81	1615107871.740	11.454	0.001	2.232
82	1615107885.434	11.852	0.000	2.232
83	1615107899.524	12.354	0.001	2.156
84	1615107914.043	11.647	0.001	2.277
85	1615107927.974	12.145	0.000	2.249
86	1615107942.376	12.649	0.000	2.313
87	1615107957.347	13.228	0.000	2.342
88	1615107972.925	13.081	0.001	2.133
89	1615107988.150	13.147	0.001	2.249
90	1615108003.552	13.697	0.001	2.275
91	1615108019.530	13.465	0.001	2.211
92	1615108035.214	13.416	0.000	2.243
93	1615108050.881	13.341	0.000	2.230
94	1615108066.460	13.682	0.000	2.259
95	1615108082.409	13.511	0.000	2.098
96	1615108098.026	13.176	0.000	6.066
97	1615108118.086	12.966	0.001	11.046
98	1615108142.107	14.120	0.001	2.134
99	1615108158.370	13.610	0.001	7.704
100	1615108179.692	12.332	0.001	2.374
101	1615108194.407	12.419	0.001	2.270
102	1615108209.104	12.118	0.001	2.304
103	1615108223.531	12.280	0.000	2.256
104	1615108238.075	12.099	0.000	2.076
105	1615108252.256	12.153	0.000	2.030
106	1615108266.444	12.856	0.000	2.365
107	1615108281.673	12.555	0.000	2.322
108	1615108296.555	12.912	0.001	2.555
109	1615108312.027	12.149	0.001	1.996
110	1615108326.179	12.028	0.000	2.354
111	1615108340.568	12.291	0.000	2.169
112	1615108355.035	11.343	0.000	2.178
113	1615108369.281	12.121	0.001	2.396
114	1615108383.807	10.774	0.000	2.312
115	1615108396.899	11.193	0.001	2.007
116	1615108410.108	11.297	0.000	7.556
117	1615108428.973	17.422	0.003	2.407
118	1615108448.815	16.606	0.006	4.841
119	1615108470.280	14.314	0.003	2.416
120	1615108487.027	13.618	0.001	2.256
121	1615108502.910	13.407	0.001	2.427
122	1615108518.752	12.703	0.001	2.272
123	1615108533.735	12.223	0.000	2.210
124	1615108548.175	12.975	0.000	2.175
125	1615108563.331	12.088	0.001	2.416
126	1615108577.842	11.923	0.000	2.259
127	1615108592.032	12.291	0.001	4.990
128	1615108609.326	11.677	0.001	2.162
129	1615108623.816	11.928	0.001	2.261
130	1615108638.013	12.759	0.001	2.182
131	1615108652.960	12.048	0.001	1.964
132	1615108666.982	11.970	0.000	1.927
133	1615108680.885	12.702	0.001	2.187
134	1615108695.783	12.186	0.002	1.993
135	1615108709.971	11.600	0.001	2.076
136	1615108723.657	15.135	0.001	2.062
137	1615108740.860	12.315	0.001	2.021
138	1615108755.204	15.479	0.001	2.208
139	1615108772.896	12.567	0.001	1.987
140	1615108787.456	11.711	0.000	1.952
141	1615108801.126	15.464	0.004	2.181
142	1615108818.790	12.007	0.003	1.961
143	1615108832.780	11.651	0.003	2.392
144	1615108846.844	12.815	0.001	2.249
145	1615108862.623	11.760	0.001	2.044
146	1615108876.438	11.963	0.001	2.172
147	1615108890.582	13.256	0.001	2.088
148	1615108905.935	12.484	0.000	1.872
149	1615108920.295	12.514	0.000	9.321
150	1615108942.145	17.640	0.004	2.638
151	1615108962.436	20.947	0.005	2.427
152	1615108985.824	14.573	0.004	2.376
153	1615109002.790	13.514	0.001	2.708
154	1615109019.020	15.026	0.001	1.994
155	1615109036.047	11.969	0.001	1.876
156	1615109049.898	12.220	0.001	2.748
157	1615109064.871	12.274	0.001	1.976
158	1615109079.129	12.270	0.001	2.718
159	1615109094.129	16.852	0.004	2.095
160	1615109113.094	13.536	0.002	1.950
161	1615109128.808	13.771	0.001	2.543
162	1615109145.130	13.028	0.001	2.088
163	1615109160.255	13.665	0.001	2.334
164	1615109176.262	14.818	0.001	2.132
165	1615109193.218	13.175	0.001	2.305
166	1615109208.704	13.770	0.001	2.396
167	1615109224.877	12.376	0.001	2.376
168	1615109239.634	12.783	0.001	5.200
169	1615109257.625	12.784	0.001	2.370
170	1615109272.787	12.595	0.001	2.158
171	1615109287.548	13.204	0.002	2.139
172	1615109302.899	12.443	0.001	2.153
173	1615109317.501	12.365	0.001	5.226
174	1615109335.098	11.978	0.001	2.176
175	1615109349.259	17.479	0.004	2.183
176	1615109368.941	13.336	0.004	2.282
177	1615109384.617	12.259	0.002	2.134
178	1615109399.022	12.290	0.000	2.034
179	1615109413.354	13.693	0.001	2.117
180	1615109429.169	15.055	0.004	2.066
181	1615109446.305	14.184	0.001	2.229
182	1615109462.725	13.230	0.001	2.170
183	1615109478.134	13.535	0.002	2.049
184	1615109493.732	13.847	0.001	2.133
185	1615109509.720	12.725	0.001	2.013
186	1615109524.464	13.189	0.001	2.330
187	1615109539.991	12.666	0.000	2.108
188	1615109554.773	12.595	0.001	6.361
189	1615109573.742	16.859	0.003	2.463
190	1615109593.074	12.832	0.001	2.268
191	1615109608.179	18.605	0.001	2.289
192	1615109629.085	12.418	0.001	2.090
193	1615109643.623	15.546	0.005	2.516
194	1615109661.709	16.466	0.004	2.344
195	1615109680.538	15.181	0.001	2.591
196	1615109698.319	14.097	0.000	2.522
197	1615109714.948	13.843	0.000	4.217
198	1615109733.026	12.835	0.004	2.772
199	1615109748.646	12.261	0.002	2.403
200	1615109763.323	17.114	0.001	2.415
201	1615109782.863	11.791	0.001	2.064
202	1615109796.727	17.606	0.001	2.397
203	1615109816.736	12.259	0.001	2.119
204	1615109831.123	18.105	0.004	2.721
205	1615109851.971	16.898	0.002	2.338
206	1615109871.223	17.567	0.001	2.422
207	1615109891.222	14.823	0.005	2.280
208	1615109908.342	17.546	0.004	2.341
209	1615109928.416	13.946	0.003	2.396
210	1615109944.778	14.304	0.001	2.349
211	1615109961.440	14.367	0.001	2.156
212	1615109977.970	14.234	0.001	2.402
213	1615109994.612	14.145	0.001	2.321
214	1615110011.086	15.220	0.004	4.816
215	1615110031.139	15.673	0.002	2.165
216	1615110048.989	13.075	0.001	2.195
217	1615110064.267	18.133	0.001	2.855
218	1615110085.269	16.187	0.002	2.504
219	1615110103.975	14.454	0.001	2.278
220	1615110120.715	13.288	0.001	2.225
221	1615110136.236	13.312	0.001	2.091
222	1615110151.647	14.046	0.001	2.192
223	1615110167.894	12.939	0.001	2.122
224	1615110182.963	13.174	0.001	5.933
225	1615110202.099	12.529	0.001	2.101
226	1615110216.735	12.615	0.001	2.006
227	1615110231.361	13.920	0.001	2.185
228	1615110247.472	13.336	0.001	2.141
229	1615110262.956	13.386	0.001	2.999
230	1615110279.349	12.886	0.002	2.439
231	1615110294.681	12.564	0.001	7.250
232	1615110314.499	12.404	0.003	2.124
233	1615110329.045	11.217	0.001	2.036
234	1615110342.307	12.345	0.002	3.100
235	1615110357.761	11.861	0.001	2.076
236	1615110371.704	12.018	0.001	7.417
237	1615110391.148	11.969	0.002	2.315
238	1615110405.438	11.994	0.001	6.583
239	1615110424.023	16.704	0.004	2.570
240	1615110443.318	13.770	0.001	5.694
241	1615110462.829	12.959	0.001	2.482
242	1615110478.279	13.496	0.001	2.446
243	1615110494.230	14.477	0.002	2.422
244	1615110511.140	12.418	0.001	2.867
245	1615110526.432	12.862	0.001	2.135
246	1615110541.434	14.083	0.001	2.189
247	1615110557.712	12.620	0.001	2.077
248	1615110572.414	12.747	0.001	4.168
249	1615110589.337	12.134	0.000	2.493
250	1615110603.972	12.180	0.001	2.181
251	1615110618.342	13.103	0.001	3.326
252	1615110634.779	12.471	0.001	2.386
253	1615110649.643	12.383	0.001	7.270
254	1615110669.305	13.280	0.001	2.393
255	1615110684.984	12.807	0.001	7.758
256	1615110705.568	13.750	0.003	2.411
257	1615110721.768	12.331	0.001	2.137
258	1615110736.242	13.242	0.001	2.456
259	1615110751.948	12.252	0.000	2.341
260	1615110766.547	11.777	0.000	2.258
261	1615110780.589	13.585	0.001	2.327
262	1615110796.511	11.626	0.001	2.195
263	1615110810.341	11.560	0.001	4.340
264	1615110826.258	15.601	0.001	2.376
265	1615110844.244	12.059	0.001	2.300
266	1615110858.610	12.576	0.001	3.323
267	1615110874.515	12.570	0.000	2.273
268	1615110889.364	12.236	0.000	2.268
269	1615110903.877	14.407	0.001	2.408
270	1615110920.699	12.628	0.000	2.232
271	1615110935.565	12.839	0.000	6.493
272	1615110954.913	18.714	0.005	2.323
273	1615110976.044	17.564	0.003	3.171
274	1615110996.791	17.148	0.001	2.411
275	1615111016.360	14.382	0.002	5.879
276	1615111036.639	15.887	0.003	2.493
277	1615111055.030	13.973	0.005	6.441
278	1615111075.459	13.534	0.004	2.296
279	1615111091.313	13.789	0.001	7.024
280	1615111112.137	16.103	0.004	2.264
281	1615111130.518	14.438	0.003	2.314
282	1615111147.283	14.010	0.001	2.115
283	1615111163.413	13.833	0.001	2.302
284	1615111179.554	15.590	0.004	2.467
285	1615111197.623	13.436	0.001	2.082
286	1615111213.149	13.356	0.004	2.385
287	1615111228.915	14.069	0.001	2.350
288	1615111245.344	12.484	0.001	2.315
289	1615111260.182	11.838	0.002	2.204
290	1615111274.237	13.464	0.001	2.121
291	1615111289.828	11.950	0.001	2.998
292	1615111304.782	13.830	0.001	2.429
293	1615111321.049	11.864	0.001	2.182
294	1615111335.102	11.130	0.001	2.141
295	1615111348.380	12.358	0.001	3.026
296	1615111363.772	11.497	0.001	2.334
297	1615111377.610	12.111	0.001	2.185
298	1615111391.912	12.393	0.001	3.038
299	1615111407.355	12.388	0.002	2.297
300	1615111422.048	12.609	0.000	2.192
301	1615111436.855	14.091	0.001	2.323
302	1615111453.277	13.386	0.001	2.351
303	1615111469.041	14.243	0.004	4.339
304	1615111487.635	13.445	0.004	2.237
305	1615111503.817	11.760	0.001	2.281
306	1615111517.872	14.155	0.001	2.289
307	1615111534.330	13.074	0.003	2.342
308	1615111549.770	12.063	0.003	4.708
309	1615111566.563	13.691	0.003	2.430
310	1615111582.696	13.916	0.004	8.499
311	1615111605.129	13.565	0.004	2.180
312	1615111620.887	12.591	0.004	2.298
313	1615111635.799	18.679	0.003	2.431
314	1615111656.922	12.989	0.004	2.444
315	1615111672.381	13.087	0.001	3.285
316	1615111688.763	10.908	0.002	2.348
317	1615111702.029	10.440	0.001	2.257
318	1615111714.735	12.238	0.001	2.354
319	1615111729.336	11.393	0.001	2.219
320	1615111742.957	10.455	0.001	7.611
321	1615111761.087	13.899	0.003	2.198
322	1615111777.201	12.032	0.003	2.208
323	1615111791.461	12.997	0.004	2.137
324	1615111806.606	12.838	0.001	1.895
325	1615111821.344	14.627	0.001	2.123
326	1615111838.103	13.229	0.002	1.929
327	1615111853.271	13.565	0.003	2.385
328	1615111869.240	13.841	0.001	2.391
329	1615111885.482	13.546	0.003	5.380
330	1615111904.418	13.150	0.001	2.177
331	1615111919.750	13.574	0.000	2.108
332	1615111935.440	15.059	0.001	2.238
333	1615111952.745	13.913	0.001	2.012
334	1615111968.676	14.952	0.001	2.234
335	1615111985.878	14.847	0.004	2.363
336	1615112003.112	13.953	0.001	3.121
337	1615112021.166	15.122	0.004	2.347
338	1615112038.658	15.744	0.004	3.555
339	1615112057.972	14.272	0.001	2.635
340	1615112074.888	12.794	0.001	2.307
341	1615112089.998	17.218	0.002	3.423
342	1615112110.661	14.614	0.003	2.149
343	1615112127.437	13.161	0.001	3.035
344	1615112143.643	13.275	0.001	2.330
345	1615112159.256	12.609	0.001	6.683
346	1615112178.557	12.661	0.001	2.484
347	1615112193.709	13.011	0.001	7.858
348	1615112214.584	12.754	0.001	2.396
349	1615112229.741	12.629	0.001	2.124
350	1615112244.501	14.130	0.001	2.355
351	1615112260.992	12.529	0.001	2.306
352	1615112275.835	13.323	0.001	2.653
353	1615112292.127	12.038	0.001	2.332
354	1615112306.511	11.593	0.000	2.224
355	1615112320.336	13.600	0.001	2.394
356	1615112336.339	12.536	0.001	2.261
357	1615112351.143	13.487	0.001	2.375
358	1615112367.013	12.605	0.001	2.341
359	1615112381.967	13.558	0.001	2.701
360	1615112398.236	12.752	0.001	2.330
361	1615112413.326	13.514	0.001	2.791
362	1615112429.640	14.837	0.001	2.540
363	1615112447.027	13.501	0.001	2.187
364	1615112462.722	13.818	0.001	2.972
365	1615112479.519	13.033	0.001	2.406
366	1615112494.965	13.329	0.001	2.384
367	1615112510.683	14.051	0.001	2.405
368	1615112527.150	12.924	0.001	2.261
369	1615112542.874	13.459	0.001	2.394
370	1615112558.734	12.338	0.001	2.512
371	1615112573.593	12.337	0.001	2.286
372	1615112588.226	13.355	0.001	2.432
373	1615112604.022	12.452	0.001	2.337
374	1615112618.817	12.697	0.001	5.583
375	1615112637.103	12.085	0.001	2.229
376	1615112651.425	12.906	0.001	2.253
377	1615112666.589	14.697	0.004	2.564
378	1615112683.873	13.423	0.002	2.305
379	1615112699.612	13.773	0.002	2.277
380	1615112715.671	12.639	0.001	2.306
381	1615112730.625	12.308	0.005	7.329
382	1615112750.288	15.218	0.001	2.372
383	1615112767.891	12.182	0.001	8.311
384	1615112788.393	13.477	0.001	2.257
385	1615112804.154	11.518	0.001	3.107
386	1615112818.791	19.487	0.003	2.438
387	1615112840.739	12.005	0.001	2.239
388	1615112854.994	15.532	0.003	2.502
389	1615112873.048	13.946	0.004	2.331
390	1615112889.346	14.356	0.001	2.294
391	1615112906.011	13.643	0.002	2.416
392	1615112922.083	14.068	0.002	3.025
393	1615112939.183	13.300	0.001	2.382
394	1615112954.873	13.111	0.001	2.210
395	1615112970.202	13.962	0.001	2.197
396	1615112986.372	13.499	0.001	2.256
397	1615113002.136	13.345	0.001	2.316
398	1615113017.806	13.564	0.001	2.421
399	1615113033.801	13.621	0.003	2.344
400	1615113049.783	18.270	0.004	3.069
401	1615113071.181	14.548	0.003	2.318
402	1615113088.069	13.464	0.001	3.084
403	1615113104.627	14.360	0.002	2.316
404	1615113121.316	13.870	0.001	2.301
405	1615113137.493	15.022	0.001	2.517
406	1615113155.041	13.017	0.001	2.163
407	1615113170.229	13.065	0.001	3.222
408	1615113186.527	12.872	0.001	2.411
409	1615113201.818	12.340	0.001	2.324
410	1615113216.491	13.721	0.001	2.497
411	1615113232.715	12.085	0.001	2.292
412	1615113247.099	13.163	0.001	2.530
413	1615113262.802	11.861	0.000	2.305
414	1615113276.975	12.450	0.001	2.361
415	1615113291.793	13.491	0.001	2.359
416	1615113307.650	12.755	0.001	2.391
417	1615113323.480	13.042	0.001	7.000
418	1615113343.530	12.763	0.001	2.366
419	1615113358.667	12.934	0.000	2.497
420	1615113374.104	14.916	0.001	2.425
421	1615113391.452	13.242	0.001	2.216
422	1615113406.916	14.001	0.001	2.211
423	1615113423.133	12.785	0.001	2.140
424	1615113438.066	13.117	0.001	2.205
425	1615113453.396	14.722	0.001	2.341
426	1615113470.467	13.448	0.001	2.217
427	1615113486.141	14.631	0.004	2.897
428	1615113503.695	12.649	0.001	2.324
429	1615113518.675	12.526	0.001	2.368
430	1615113533.578	13.269	0.004	3.208
431	1615113550.070	13.320	0.001	2.312
432	1615113565.708	13.888	0.001	2.601
433	1615113582.240	14.884	0.001	2.412
434	1615113599.542	11.789	0.000	2.306
435	1615113613.643	18.014	0.001	2.794
436	1615113634.459	10.989	0.001	2.390
437	1615113647.843	15.337	0.001	2.337
438	1615113665.530	13.784	0.001	2.398
439	1615113681.721	13.070	0.001	4.443
440	1615113699.243	12.725	0.001	2.051
441	1615113714.024	11.443	0.001	1.988
442	1615113727.459	17.562	0.001	2.399
443	1615113747.427	12.059	0.001	2.324
444	1615113761.818	16.063	0.004	2.351
445	1615113780.247	12.319	0.001	2.276
446	1615113794.853	13.540	0.001	3.837
447	1615113812.238	12.836	0.001	2.285
448	1615113827.364	13.084	0.001	2.361
449	1615113843.163	14.665	0.001	2.346
450	1615113860.184	13.479	0.000	2.297
451	1615113875.966	15.282	0.001	2.473
452	1615113893.732	14.247	0.001	2.218
453	1615113910.206	14.639	0.001	7.281
454	1615113932.133	14.158	0.001	2.333
455	1615113948.630	13.689	0.001	2.916
456	1615113965.241	16.113	0.004	2.619
457	1615113983.985	13.350	0.004	2.211
458	1615113999.560	14.067	0.001	3.491
459	1615114017.124	13.194	0.001	2.250
460	1615114032.574	13.065	0.001	3.003
461	1615114048.647	14.142	0.001	2.491
462	1615114065.285	12.928	0.001	2.301
463	1615114080.520	13.933	0.001	3.269
464	1615114097.730	13.019	0.001	2.131
465	1615114112.967	12.491	0.001	7.570
466	1615114133.038	14.551	0.001	2.383
467	1615114149.980	12.789	0.001	8.090
468	1615114170.869	14.232	0.001	2.210
469	1615114187.318	12.610	0.001	6.934
470	1615114206.871	14.781	0.003	2.087
471	1615114223.759	12.501	0.003	2.100
472	1615114238.372	15.195	0.003	2.189
473	1615114255.767	11.595	0.001	2.077
474	1615114269.446	11.403	0.001	7.095
475	1615114287.952	11.950	0.001	2.304
476	1615114302.211	11.854	0.000	2.246
477	1615114316.317	15.757	0.001	2.295
478	1615114334.375	12.308	0.001	2.154
479	1615114348.846	16.046	0.001	2.339
480	1615114367.236	12.568	0.001	2.114
481	1615114381.947	15.497	0.001	3.794
482	1615114401.245	12.942	0.001	2.129
483	1615114416.322	13.025	0.001	2.180
484	1615114431.533	16.272	0.001	2.217
485	1615114450.027	13.136	0.001	2.143
486	1615114465.312	16.069	0.001	2.346
487	1615114483.733	12.555	0.001	2.251
488	1615114498.545	12.223	0.001	2.736
489	1615114513.514	15.048	0.004	2.386
490	1615114530.962	11.729	0.001	2.143
491	1615114544.839	13.812	0.002	2.409
492	1615114561.071	13.315	0.003	2.756
493	1615114577.155	11.761	0.001	2.064
494	1615114590.988	14.097	0.001	2.261
495	1615114607.351	13.644	0.004	2.331
496	1615114623.349	12.940	0.003	2.040
497	1615114639.620	12.646	0.001	3.103
498	1615114655.380	13.941	0.001	2.149
499	1615114671.480	13.642	0.003	2.041
500	1615114687.182	15.570	0.001	2.186
501	1615114704.950	13.704	0.001	2.019
502	1615114720.679	11.941	0.001	1.929
503	1615114734.554	14.429	0.005	2.744
504	1615114751.740	12.371	0.003	2.196
505	1615114766.321	11.669	0.002	2.006
506	1615114780.012	12.947	0.002	2.119
507	1615114795.090	15.622	0.001	2.252
508	1615114812.971	12.985	0.000	2.118
509	1615114828.079	12.775	0.001	7.330
510	1615114848.192	13.045	0.001	2.275
511	1615114863.519	13.300	0.003	1.989
512	1615114878.820	14.376	0.001	2.565
513	1615114896.932	13.693	0.001	2.331
514	1615114912.961	13.267	0.001	2.199
515	1615114928.434	15.160	0.003	2.218
516	1615114945.824	18.150	0.005	2.607
517	1615114966.606	16.401	0.002	2.410
518	1615114985.431	17.030	0.002	2.387
519	1615115004.872	17.067	0.001	2.683
520	1615115024.633	17.710	0.000	2.487
521	1615115044.839	17.411	0.000	3.923
522	1615115066.191	15.911	0.004	2.477
523	1615115084.592	17.151	0.005	3.899
524	1615115105.661	13.595	0.001	2.195
525	1615115121.457	13.341	0.001	2.051
526	1615115136.855	18.962	0.002	2.130
527	1615115157.954	14.454	0.001	2.132
528	1615115174.547	15.922	0.002	2.428
529	1615115193.609	12.293	0.001	2.231
530	1615115208.141	15.259	0.001	2.356
531	1615115225.762	12.114	0.001	2.269
532	1615115240.151	15.098	0.001	2.431
533	1615115257.685	11.653	0.001	2.350
534	1615115271.695	11.896	0.001	2.319
535	1615115285.918	15.329	0.001	2.404
536	1615115303.656	11.939	0.001	2.321
537	1615115317.922	13.924	0.001	4.877
538	1615115336.729	12.694	0.001	2.279
539	1615115351.709	12.726	0.001	2.209
540	1615115366.652	16.088	0.001	2.475
541	1615115385.223	12.949	0.001	2.206
542	1615115400.383	16.422	0.001	2.401
543	1615115419.214	12.912	0.001	2.263
544	1615115434.396	16.003	0.001	2.754
545	1615115453.186	16.753	0.004	2.344
546	1615115472.295	15.736	0.002	2.968
547	1615115491.016	13.982	0.002	2.309
548	1615115507.315	12.281	0.001	2.270
549	1615115521.872	14.039	0.001	2.196
550	1615115538.113	13.315	0.003	2.293
551	1615115553.735	13.687	0.001	2.425
552	1615115569.854	12.742	0.002	2.385
553	1615115585.004	12.222	0.001	2.969
554	1615115600.202	14.111	0.001	2.427
555	1615115616.749	11.433	0.001	2.131
556	1615115630.319	11.610	0.001	7.764
557	1615115649.700	13.003	0.003	2.240
558	1615115664.964	11.243	0.001	2.539
559	1615115678.755	13.678	0.001	2.158
560	1615115694.599	11.765	0.002	2.284
561	1615115709.601	12.151	0.002	8.686
562	1615115730.451	12.197	0.001	2.044
563	1615115744.698	11.212	0.001	1.921
564	1615115757.837	12.595	0.001	3.288
565	1615115773.731	12.207	0.000	2.345
566	1615115788.289	12.902	0.001	2.991
567	1615115804.189	13.619	0.001	2.130
568	1615115819.946	12.924	0.001	2.183
569	1615115835.062	14.645	0.001	2.417
570	1615115852.130	13.376	0.001	2.328
571	1615115867.840	14.544	0.001	5.953
572	1615115888.355	19.953	0.004	2.443
573	1615115910.763	18.408	0.001	2.570
574	1615115931.754	16.394	0.004	2.358
575	1615115950.521	14.216	0.000	3.297
576	1615115968.042	15.409	0.000	2.326
577	1615115986.016	12.973	0.001	2.186
578	1615116001.184	12.778	0.001	4.360
579	1615116018.341	18.571	0.005	2.373
580	1615116039.306	20.584	0.007	3.372
581	1615116063.282	14.576	0.004	2.316
582	1615116080.197	12.846	0.001	2.112
583	1615116095.162	13.059	0.001	3.274
584	1615116111.502	13.562	0.001	2.074
585	1615116127.149	12.327	0.001	3.436
586	1615116142.922	14.124	0.003	2.427
587	1615116159.490	14.454	0.004	3.156
588	1615116177.118	13.861	0.007	2.284
589	1615116193.289	13.205	0.003	2.095
590	1615116208.602	14.747	0.001	2.083
591	1615116225.437	12.531	0.004	2.224
592	1615116240.208	13.121	0.003	2.473
593	1615116256.183	11.932	0.002	2.266
594	1615116270.398	11.747	0.002	2.761
595	1615116284.931	14.813	0.004	2.611
596	1615116302.371	11.434	0.001	2.335
597	1615116316.151	15.497	0.002	2.450
598	1615116334.110	13.351	0.002	2.298
599	1615116349.781	12.088	0.002	2.362
600	1615116364.249	12.316	0.002	3.364
601	1615116379.939	15.020	0.001	2.332
602	1615116397.301	12.392	0.000	2.184
603	1615116411.886	13.255	0.001	3.040
604	1615116428.189	12.321	0.001	2.276
605	1615116442.791	12.125	0.001	2.229
606	1615116457.155	13.377	0.001	3.225
607	1615116473.769	13.181	0.003	2.223
608	1615116489.188	13.529	0.004	6.056
609	1615116508.835	13.013	0.004	2.360
610	1615116524.231	12.922	0.004	5.872
611	1615116543.037	11.962	0.001	2.254
612	1615116557.260	12.118	0.001	2.267
613	1615116571.652	15.618	0.004	2.095
614	1615116589.377	12.162	0.001	2.105
615	1615116603.650	13.152	0.001	4.643
616	1615116621.450	12.347	0.000	2.005
617	1615116635.806	12.455	0.001	1.992
618	1615116650.258	15.262	0.001	2.356
619	1615116667.882	12.859	0.001	2.037
620	1615116682.784	15.505	0.001	2.238
621	1615116700.532	12.188	0.001	2.098
622	1615116714.823	13.903	0.001	4.161
623	1615116732.892	11.707	0.001	2.110
624	1615116746.717	13.013	0.004	6.286
625	1615116766.124	12.642	0.003	2.295
626	1615116781.071	12.671	0.001	2.285
627	1615116796.038	13.531	0.001	2.355
628	1615116811.930	13.219	0.004	2.330
629	1615116827.503	13.885	0.003	2.393
630	1615116843.795	19.421	0.004	2.858
631	1615116866.098	13.226	0.003	2.516
632	1615116881.861	14.582	0.001	2.400
633	1615116898.855	12.777	0.000	2.191
634	1615116913.835	14.530	0.004	2.485
635	1615116930.872	14.170	0.003	2.290
636	1615116947.349	13.246	0.002	7.658
637	1615116968.265	14.619	0.004	2.309
638	1615116985.207	12.635	0.001	2.314
639	1615117000.166	19.345	0.002	2.509
640	1615117022.031	14.340	0.003	2.511
641	1615117039.730	16.749	0.001	2.376
642	1615117058.865	13.386	0.001	2.361
643	1615117074.618	14.780	0.001	3.222
644	1615117092.626	13.110	0.001	2.374
645	1615117108.116	14.254	0.005	2.886
646	1615117125.279	15.000	0.001	2.220
647	1615117142.506	12.832	0.000	1.904
648	1615117157.248	13.751	0.004	2.283
649	1615117173.296	14.560	0.002	2.299
650	1615117190.164	11.682	0.001	7.166
651	1615117209.022	13.198	0.003	2.160
652	1615117224.392	12.008	0.002	2.319
653	1615117238.732	15.332	0.004	2.338
654	1615117256.416	13.284	0.004	2.341
655	1615117272.057	19.532	0.004	4.510
656	1615117296.113	14.468	0.004	2.355
657	1615117313.145	14.019	0.001	2.231
658	1615117329.406	12.813	0.001	2.461
